1	100	384328.399375
1	200	344573.77515625
1	300	311392.483125
1	400	347589.88515625
1	500	325937.58453125
1	600	294657.243515625
1	700	323423.8196875
1	800	297579.21453125
1	900	299088.9865625
1	1000	320198.86640625
1	1100	294152.36375
1	1200	271499.91578125
1	1300	253909.181796875
1	1400	241257.736953125
1	1500	231772.43171875
1	1600	221224.3953125
1	1700	211652.086796875
1	1800	202249.897578125
1	1900	196352.8341796875
1	2000	188826.259921875
1	2100	190166.25625
1	2200	186904.337578125
1	2300	173684.822734375
2	100	173558.6913671875
2	200	168163.291875
2	300	171819.568046875
2	400	166464.991484375
2	500	160908.719375
2	600	160093.91265625
2	700	159389.3255859375
2	800	152409.211875
2	900	156835.9058984375
2	1000	147140.22109375
2	1100	146204.03349609376
2	1200	157636.5054296875
2	1300	148417.6893359375
2	1400	143814.55359375
2	1500	141334.02453125
2	1600	141813.7141796875
2	1700	143041.5262890625
2	1800	139207.4206640625
2	1900	134417.8045703125
2	2000	142701.19734375
2	2100	137995.8647265625
2	2200	126525.8305859375
2	2300	134294.8346875
3	100	118757.9601171875
3	200	135262.3523828125
3	300	133961.6440625
3	400	136780.1938671875
3	500	123980.6655078125
3	600	121651.85841796875
3	700	127786.2551171875
3	800	121613.3277734375
3	900	126760.406796875
3	1000	111234.156640625
3	1100	114977.361640625
3	1200	114816.7023046875
3	1300	120202.8634765625
3	1400	117931.021015625
3	1500	109923.626015625
3	1600	107916.95380859375
3	1700	117941.171171875
3	1800	116624.4193359375
3	1900	124593.5365625
3	2000	121200.5073046875
3	2100	107361.8661328125
3	2200	119050.404921875
3	2300	109657.4244921875
4	100	124756.4840234375
4	200	96761.4290625
4	300	107019.3028515625
4	400	99489.839609375
4	500	105664.8009375
4	600	108599.17853515624
4	700	109366.694453125
4	800	94276.1983203125
4	900	92965.926484375
4	1000	95969.9881640625
4	1100	101333.3533984375
4	1200	94340.6418359375
4	1300	95991.3125390625
4	1400	107300.1378515625
4	1500	94998.8777734375
4	1600	98198.441953125
4	1700	95032.2032421875
4	1800	87600.1419140625
4	1900	99130.9329296875
4	2000	99633.0565234375
4	2100	93601.3731640625
4	2200	95077.16015625
4	2300	92980.2292578125
5	100	83652.9543359375
5	200	98307.7353515625
5	300	84926.7501953125
5	400	79846.33234375
5	500	81338.1978125
5	600	83851.2094140625
5	700	83815.83435546875
5	800	80548.35333984374
5	900	93500.902890625
5	1000	92668.5279296875
5	1100	95575.9563671875
5	1200	90171.44072265625
5	1300	87294.62876953125
5	1400	89894.50419921875
5	1500	94350.07923828125
5	1600	83927.5763671875
5	1700	87183.50708984376
5	1800	95402.52130859374
5	1900	92077.8750390625
5	2000	84222.3829296875
5	2100	82834.5825
5	2200	80311.564921875
5	2300	85270.28787109375
6	100	75131.840625
6	200	76293.27212890625
6	300	80724.8169921875
6	400	77795.7410546875
6	500	85896.765234375
6	600	75370.24642578125
6	700	74365.2094140625
6	800	78876.234140625
6	900	73919.14619140625
6	1000	76735.26787109375
6	1100	77977.12232421876
6	1200	85605.4927734375
6	1300	77784.15158203125
6	1400	74532.911015625
6	1500	81132.8066796875
6	1600	78123.94109375
6	1700	83700.7579296875
6	1800	78423.30435546875
6	1900	72525.6341015625
6	2000	78175.62357421876
6	2100	78802.95580078124
6	2200	74862.0734375
6	2300	73852.93208984374
7	100	68166.970390625
7	200	68662.43373046875
7	300	76638.61810546875
7	400	73334.770859375
7	500	66783.2308984375
7	600	75044.218203125
7	700	67527.63607421875
7	800	65421.6162890625
7	900	64988.40380859375
7	1000	70172.4118359375
7	1100	70158.3908984375
7	1200	70118.7902734375
7	1300	68347.4046484375
7	1400	84741.6115234375
7	1500	74810.476171875
7	1600	65652.43845703125
7	1700	67569.7864453125
7	1800	66379.501015625
7	1900	74917.6550390625
7	2000	71939.099609375
7	2100	65789.98294921876
7	2200	68361.32998046876
7	2300	71855.00013671875
8	100	61885.90306640625
8	200	62289.57341796875
8	300	65626.30776367188
8	400	62189.19537109375
8	500	67314.0743359375
8	600	61683.19013671875
8	700	67570.51111328125
8	800	65021.12595703125
8	900	65204.34056640625
8	1000	71613.69197265625
8	1100	66723.24857421876
8	1200	62526.76333984375
8	1300	67331.6155859375
8	1400	65832.65025390625
8	1500	67683.880234375
8	1600	65156.51521484375
8	1700	68791.1552734375
8	1800	67046.0858203125
8	1900	66818.61759765625
8	2000	64722.71880859375
8	2100	63750.71478515625
8	2200	63661.5999609375
8	2300	61553.69560546875
9	100	56187.6198828125
9	200	56993.92375
9	300	62910.81650390625
9	400	59511.1265625
9	500	60511.8032421875
9	600	59369.98599609375
9	700	57562.85720703125
9	800	60525.88125
9	900	63558.16712890625
9	1000	59234.013984375
9	1100	60537.80806640625
