1	20	565232.41875
1	40	243992.89921875
1	60	234640.03671875
1	80	223521.35234375
1	100	230996.66328125
1	120	236857.29921875
1	140	196493.7375
1	160	230474.280078125
1	180	214208.65625
1	200	212890.200390625
1	220	207047.923046875
1	240	244659.746875
1	260	222156.730859375
1	280	210929.851953125
1	300	216264.65625
1	320	200945.97109375
1	340	237998.22109375
1	360	217946.846875
1	380	223314.943359375
1	400	216223.179296875
1	420	206225.492578125
1	440	213760.22109375
1	460	199519.71171875
1	480	221924.234375
1	500	221486.12421875
1	520	216583.384375
1	540	220728.00390625
1	560	215647.99609375
1	580	219678.19609375
1	600	185971.91484375
1	620	220294.71171875
1	640	187660.40859375
1	660	215707.259375
1	680	198846.5265625
1	700	193901.334375
2	20	194638.88359375
2	40	231800.87265625
2	60	202808.074609375
2	80	194923.21015625
2	100	198849.11015625
2	120	192944.1328125
2	140	208200.99296875
2	160	194719.452734375
2	180	199769.844140625
2	200	205312.1453125
2	220	193870.090625
2	240	208382.925
2	260	194234.644140625
2	280	190188.753515625
2	300	187905.409375
2	320	181949.6484375
2	340	197628.60234375
2	360	200841.60390625
2	380	192986.2578125
2	400	213659.13359375
2	420	205104.26796875
2	440	186853.91171875
2	460	181046.22421875
2	480	200036.2
2	500	195997.15859375
2	520	188779.984765625
2	540	211448.95234375
2	560	187928.849609375
2	580	187350.36171875
2	600	196512.555859375
2	620	185109.01015625
2	640	196429.465625
2	660	178421.6796875
2	680	183958.229296875
2	700	198752.902734375
3	20	188220.703515625
3	40	181403.25625
3	60	171604.94609375
3	80	188125.44765625
3	100	177939.3671875
3	120	183430.23125
3	140	198011.009375
3	160	203112.24921875
3	180	187123.3015625
3	200	172523.5140625
3	220	190922.61171875
3	240	180811.521875
3	260	187213.2578125
3	280	198817.1171875
3	300	179329.3515625
3	320	213582.33046875
3	340	164958.422265625
3	360	178663.777734375
3	380	182341.41875
3	400	186635.57578125
3	420	192981.59296875
3	440	191802.947265625
3	460	187742.07265625
3	480	190534.660546875
3	500	178000.11796875
3	520	182981.44453125
3	540	201233.91640625
3	560	191279.812109375
3	580	190618.569921875
3	600	175582.731640625
3	620	199289.96875
3	640	188286.434765625
3	660	190375.84296875
3	680	195750.273828125
3	700	191008.244140625
4	20	176036.9890625
4	40	173543.41171875
4	60	207944.897265625
4	80	198203.915234375
4	100	176457.693359375
4	120	194662.08671875
4	140	177341.5421875
4	160	188646.903125
4	180	192676.503125
4	200	188030.6671875
4	220	185811.23671875
4	240	188946.4265625
4	260	186025.45546875
4	280	201227.81328125
4	300	194665.16953125
4	320	179710.95859375
4	340	173015.806640625
4	360	173492.3640625
4	380	190083.027734375
4	400	190556.652734375
4	420	193938.4640625
4	440	194072.5109375
4	460	191193.553125
4	480	184010.69609375
4	500	163400.8921875
4	520	190368.3763671875
4	540	185702.443359375
4	560	180105.262109375
4	580	176312.80703125
4	600	172535.000390625
4	620	193311.96484375
4	640	172779.24921875
4	660	205303.59296875
4	680	181448.682421875
4	700	186579.989453125
5	20	175377.833203125
5	40	199083.387109375
5	60	178506.27265625
5	80	184213.25703125
5	100	177470.098828125
5	120	192880.278515625
5	140	187006.946875
5	160	177438.8796875
5	180	193825.21796875
5	200	180288.5828125
5	220	190836.51015625
5	240	194106.82421875
5	260	191619.26640625
5	280	187844.167578125
5	300	179197.449609375
5	320	198786.8609375
5	340	196864.7734375
5	360	173911.892578125
5	380	203466.566796875
5	400	175128.6953125
5	420	170588.193359375
5	440	175943.43125
5	460	176406.1296875
5	480	171571.211328125
5	500	187009.40859375
5	520	189181.99375
5	540	183120.50859375
5	560	175568.45390625
5	580	201525.112109375
5	600	169998.626953125
5	620	192703.986328125
5	640	194235.16484375
5	660	184623.181640625
5	680	195308.848046875
5	700	191974.051953125
6	20	174132.191015625
6	40	173834.850390625
6	60	179421.602734375
6	80	192990.334765625
6	100	181128.46015625
6	120	188154.728515625
6	140	185378.9859375
6	160	182137.229296875
6	180	196315.910546875
6	200	174917.821875
6	220	187994.09296875
6	240	186363.8203125
6	260	189697.621875
6	280	182301.01015625
6	300	171745.54609375
6	320	179905.358203125
6	340	168328.540234375
6	360	179382.46796875
6	380	168473.45234375
6	400	180102.389453125
6	420	198757.937109375
6	440	163703.223828125
6	460	179299.761328125
6	480	175117.73359375
6	500	174754.075
6	520	192062.06484375
6	540	215949.05
6	560	190586.406640625
6	580	192045.4265625
6	600	169919.8171875
6	620	174072.984765625
6	640	177718.4515625
6	660	183641.094140625
6	680	168914.503515625
6	700	182402.64921875
7	20	177905.765625
7	40	179582.3359375
7	60	175994.555078125
7	80	194464.44296875
7	100	165845.9265625
7	120	194780.886328125
7	140	170413.670703125
7	160	186489.090234375
7	180	193455.0203125
7	200	165988.690625
7	220	173176.603515625
7	240	181328.912109375
7	260	180593.47578125
7	280	183821.243359375
7	300	179199.18203125
7	320	175810.873046875
7	340	189559.546484375
